text,rating,full_date,vader_scores
Witty funny but st typical dino out of this Was this in to,6.0,19 July 2023,0.2382
A missed opportunity the murphy s out of this Was this in to,3.0,26 July 2023,0.1531
Wildly misunderstood by the poor reviewers annie ble as dale Unfortunately most reviews that Ive read here that score this film poorly explain so clearly that the reviewer did not understand the message of the film It is not anti men it does not portray men as stupid Take a moment to think about how women have been portrayed in movies over the last century oh yes just as Ken is here The movie exaggerates this yes That is the point To clearly and ly highlight the inequalities when the roles are reversed Stop being offended by something that isnt offensive and take a bit of time to actually think about the film that you have watched The film was fun emotional moving sad and empowering in many ways I must admit I had nt expected to enjoy this film but wow what a surprise out of this Was this in to,9.0,23 July 2023,0.9339
Boring Movie sri ya Dont fall for the star reviews This movie is extremely boring and goes on without a purpose even if it has its hard to understand Good humour but when they dont have anything to say they sing songs Basically a musical movie reminds me of High School Musical Margot Robbie is am zing but Ryan Gosling steals the show not with his looks but his acting He s the one who was gripping the movie You will get to know about lot of Barbie you didnt know about There will be moments where you ll be like what s going on Why am i here Why didnt i book the tickets for oppenheimer early but this too shall pass out of this Was this in to,6.0,19 July 2023,-0.2135
Refreshing and Creative More Than Just a Gimmick Dan W Reviews Barbie is a delightful and creatively refreshing comedy that breathes new life into the iconic dolls world From the moment the film began I was captivated by its smart and subversive storytelling which cleverly blends meta humour with a dash of eccentricity The production design is a standout feature a visually dazzling and wonderfully pink themed universe Margot portrayal of Barbie is nothing short of impressive skilfully capturing both the characters earnestness and humour Her performance combined with Greta Ger wigs skilful directing makes for a truly entertaining and memorable experience Throughout the film I myself chuckling at the witty humour and enjoying the unexpectedly bold take on what Barbie represents The movie strikes a fine balance between honouring the iconic brand and playfully challenging its conventions resulting in a unique and rewarding cinematic experience While the intentions are commendable there were moments when it felt like the themes could have been explored more deeply leaving me slightly wanting more Nonetheless Barbie remains a fun and enjoyable ride filled with charm and charismatic performances that made it stand out as one of the years best comedies so far In the end Barbie proves to be much more than just a marketing gimmick showcasing a refreshing take on a beloved cultural icon and making it a must see for anyone seeking a smart humorous and visually arresting cinematic adventure out of this Was this in to,8.0,21 July 2023,0.9975
ABUSE OF THE BARBIE silva r studio Here s the thing In my eyes BARBIE happens at the beginning of the movie Amazingly created world with great looks and surprises now and then Lovely But then it feels like all about BARBIE is forgotten within seconds except for the pink color of course The movie turns into a quite weird direction with happenings that are very sought and often dont make any sense at all Suddenly everyone can jump around between two worlds and no one thinks that s crazy actually Suddenly the difference between Kens and Human beings is gone away ALTHOUGH in the beginning it shows definite differences like feet or fingers that arent separate Later on Ken plays the guitar and can move every single finger for example All in all the great love for detail from the beginning is gone quite fast and turns into a long childish and boring battle between manly men and aly females It starts to look like the TV show Love Island A loud unnecessary back and forth between genders At the end a try of a deep scene to let go a few deep words and that s it The movie teaches nothing to take home with Its more like the name BARBIE was abused for this one in my eyes out of this Was this in to,6.0,25 July 2023,0.9527
Great for the first minutes then not sandra chun gate out of this Was this in to,6.0,23 July 2023,0.6249
You ll appreciate this life in plastic film more than you can ever imagine i a man Only Greta Ger wig can pull this movie off She is the only one that can helm this movie right No other directors can do what she did for this movie Why Because the others would end up making this movie as generic or as plain as possible aka just another commercial blockbuster movie Greta Ger wig was able to turn the wheels from the overly used direction venturing into new territories most directors are afraid to go Barbie the Movie sends out strong messages and contexts about a lot of different things Some of them include patriarchy male dominated world female dominated world perfectionism teenage phase life adult ing gender equality equity sexual object if i cations amongst many others Now you must be shocked to hear all of this are conveyed in this film A Barbie film that talks about all this stuff YES This is X Factor having to bring these sensitive subjects into a movie for everyone catered for all audiences And children will still be entertained and understood with the story and the messages that Barbie brings to the table Verdict Filled with contexts and messages as rich as Oscar nominated films Barbie the Movie is a whole different game as it is full with surprises and hard hitting truths about the world we live in today It is self aware of what it is and Greta Ger wig daringly takes charge of crafting a masterpiece storytelling that capitalizes on the heavy subjects without downgrading anything or anyone maintaining both its quality and substance the entire film You ll appreciate this life in plastic film more than you can ever imagine out of this Was this in to,8.0,20 July 2023,0.9852
Well played PK For me Barbie came very very close to an rating The only reason it didnt quite get there was that it contains a few scenes that are too long and a bit too weak On the plus side there are several more things to mention First and foremost Barbie has attracted a very strong cast with well respected names also in several supporting roles and they all perform well Margot Robbie was almost an obvious casting choice With her skills and her appearance she really IS Barbie with a brain for almost two hours Director Greta Ger wig and her crew created perfect Barbie land sets which made me smile in spite of the fact that I never owned a Barbie doll myself The film had me laughing many times and it also brought me to tears a few times Quite impressive for a movie about a doll I thought And last but not least the message of the movie Already when I heard that Greta Ger wig was going to make a Barbie movie I knew we were in for a culture clash The fact that she went all in was not surprising to me but that she managed to convince to go along with her was Kudos not only to Greta Ger wig for that but also to This may turn out to prove enormously profitable for them in the end and they undoubtedly hope to make Barbie relevant for a few more generations Nevertheless this took guts on their part Well played out of this Was this in to,7.0,19 July 2023,0.9856
Didnt meet my expectation sole l mao I wanted to love this movie but it just wasnt it It was nothing that has nt been done before It didnt really say anything I hate using the word woke but hearing the same talking points is tiring We understand the patriarchy is bad But I didnt go to this movie to be preached to I was hoping it would be a bit more camp I was expecting it to be like the Barbie animated films you get which ng l are usually good This was far from that The ending was also a bit dragged out It was trying very hard to be profound and it wasnt working I didnt care for any of the characters much either and was a little sad to not see Raquel le or any of sisters apart from Skipper Apart from the criticism I thought the costume design was really well executed Margot Robbie looked fabulous at all times out of this Was this in to,4.0,21 July 2023,0.4217
La Vie en Rose sca Im not one of those people who feel the need to apologize for watching Barbie In my opinion there are no bad movie genres there are only good movies and bad movies And the cinema is also popular entertainment and buying a big bowl of popcorn and sitting in the air conditioned theater to watch a musical comedy that features some of the most talented actors of the moment cant be the worst thing on a hot summer day Barbie Greta Ger wigs film did not make me regret the decision to watch it for at least three quarters of its duration Barbie lives in an ideal world called Barbie land Actually I should use the plural but I dont really know how because its not just about the blonde doll we all know but about all the incarnations she has received over the decades blondes and brunettes with white yellow black or other skin colors thinner or bigger The multiple have the most diverse professions from doctor to Nobel laureate writer from astronaut to president of the United States Ultimately the Barbie universe was imagined to give courage and self confidence to little girls and in still in them the idea that anything is possible There are also boys they are generally called Ken but their purpose is to be the asexual partners when those are willing to pay attention to them The introduction to the film is excellent with a quote from A Space Odyssey and s narrated by Helen When stereotypical blonde Barbie starts getting into trouble the source is in the real world Barbie must face reality and the conflict between universes is inevitable The real world is not like the ideal world and the mixture of them will cause a revolution in Barbie land that will not necessarily be in the right direction The awakening to reality or if you will the humanization of Barbie comes at a price Barbie the movie works well most of the time especially when the focus is on the comedic and musical side and the message is integrated into the entertainment The production is excellent The sets the costumes the cinematography will surely receive Academy Awards nominations and in some categories Barbie may be the winner The soundtrack reminds at some points fragments from the history of the pop and ballad genres of the s and s Margot Robbie and Ryan Gosling are excellent in the lead roles and I wouldnt be surprised if Barbie dolls borrow their faces if they have nt already The messages are well punched and come across the screen quite well genuine and fake feminism and the way Barbie products reflect society s conception of the place role and appearance of women the more or less camouflaged misogyny of contemporary society corporations with their seemingly socially aligned messages camouflaging capitalist greed All of this is well dosed and combined with what happens on screen until the final part of the film when either the writers took themselves a little too seriously or they did not have enough inspiration and instead of continuing to infuse the dissolved messages into entertainment they resorted to rhetoric and created an ending that I forced and didactic Barbie was worth seeing for the fun part for the colours music and humour When playing with dolls it is good not to be overly serious out of this Was this in to,8.0,22 July 2023,0.9968
I dont know how to describe bobby gordon out of this Was this in to,6.0,24 July 2023,0.0
Fun soundtrack story a bit confusing lu ff ha I loved the music and the fun start A bit of cheeky humor and dance choreography The story was quite confusing it felt like being glued with super glue and not consistent from the beginning to the end The ending was quite weird And switching between the two worlds of the story did not make much sense The character from the management did not add any value to the story If they were edited out I think no one would even notice a difference The main male character has done a good job especially in his macho phase The female main character was lovely Absolutely gorgeous and well played out of this Was this in to,7.0,23 July 2023,0.9848
Bright Pink Fun bo w Barbie is basically exactly what we need right now A hilarious summer blockbuster with a social commentary nuanced enough to allow young ones to enjoy but present enough for you to get something out of it Margot Robbie is brilliant and a perfect Barbie Gosling shows off his incredible comedic talent more than ever Most all the jokes land well Its clear that the actors understood Ger wigs vision and Ger wig and Baum bach s script Set and costume design are on another level in Barbie The distinction between Barbie land and the real world is done very well thanks to set design See Barbie out of this Was this in to,7.0,27 July 2023,0.9927
A Flamboyantly Doll light ful Adventure Mister roe n My mother was the only person I could convince to go watch Greta Ger wigs Barbie with me and wow am I glad we went Its been a while since Ive seen such a genuinely fun and creative movie Originality is what the world has been longing for The story is clever and manages to be remain lightheaded and witty while also conveying influential messages for and challenging the audience with questions about modern feminism and discovering who you really want to be no matter who you are This film is colorful and alive making it a joy to view upon The set pieces especially in Barbie land are brilliant and it truly makes me want to know if they actually built out a real life Barbie land set Did they The acting was brilliant from everyone you could tell they were all having a lot of enjoyment on set Margot Robbie carried this film for sure as one can come to expect from this modern superstar It was also enlightening to see Ryan Gosling take on such a comical role while also bringing a lot of depth to the character He has a great sense of comedic timing and humor From what Ive seen in interviews Ryan is basically embracing his comedic genius and I love it I usually despise singing and dancing in movies but in this film it put a smile on my face Not just because it was amusing to watch but because these people can actually perform really well on these fronts It goes without saying that the music for this film was on point as well I highly recommend everyone to go see this film though maybe dont watch it directly before or after Oppenheimer in case you re following the current trend Let both films sink in for a bit because they each deserve the attention out of this Was this in to,8.0,21 July 2023,0.9932
A very enjoyable film lisa for de ay out of this Was this in to,6.0,22 July 2023,0.4927
Funny and sharp first half boring and baffling second one I had great expectations for the Barbie movie mainly because of the writers Greta Ger wig and Noah Baum bach and the stellar cast with Margot Robbie and Ryan Gosling leading the way Unfortunately I myself disappointed bored and shocked by some messages the movie tries to convey Starting with what I liked the performances were great and in particular Ryan Gosling was spectacular with a wide range of emotions and a lot of humor displayed Also the design of the sets was inspired with a lot of references to the Barbie world and the style was unique and recognisable Finally some jokes landed pretty well and the movie in the first half is pretty funny And the positives end here Unfortunately the negatives are much more important Sorted in a order of increasing gravity some plot lines are bad and are closed so quickly that it would have been better not to include them in the first place In particular I am referring to the mother daughter one and the one about Furthermore the one is also a bit strange since it is useful to criticise however uses feminism to make money while being a movie that does exactly that the film becomes boring in the second half This is due to a systematic shift in tone and style since if in the first part the satire is sharp and elegant and leads to numerous bittersweet laughs in the second half instead the movie becomes full of exposition There are a lot of scenes where things are directly explained to the viewer clearly considered a bit stupid and there are some too long monologues that are both cringe and painfully written This is a pity because some ideas explored in the second half are interesting but due to this shift Barbie becomes so boring to enjoy them the messages I some messages the movie is trying to convey pretty baffling First of all the film is not about parity but rather about gender fight and I dont think this is the correct idea to give to younger viewers I want that children young adults get that as a society we want equal rights and opportunities not to fight to be the dominant gene re This is also true because of the fact that there s no a single positive male figure throughout the movie because they are all treated like enemies or like total idiots On the other side the are perfect entities In a certain way it seemed Birds of Prey where the situation was exactly the same but in that case there were nt two of the biggest writer in Hollywood behind Not to mention the totally worst thing that is how the Barbie solve the main conflict instead of using intelligence they use seduction This is so wrong because in a movie that wants to be empowering women are depicted as better suited in seducing instead of thinking All of these ruin other good ideas like for instance the in version of the point of view that is useful to explain to men what women in our society has to live every day That was pretty interesting but it gets lost between what mentioned before In conclusion I was very disappointed by the Barbie movie because I actually had high hopes knowing that it could have been a fun movie with positive messages but it was the total opposite Ive seen it with both females and males and the reactions were generally mixed and no gender pattern was evidenced in terms of appreciating it or not However the great merit that I have to give credit to the movie is that it triggers a discussion capable of actually enrich people through sharing of experiences And so even if I didnt like it Id suggest you to watch Barbie and discuss of it with your families and friends out of this Was this in to,4.0,25 July 2023,0.9975
Actually Supports Men and Women Fire J ach This movie is an intelligence test I saw many comments how people re describing the movie attacks men It actually doesnt I am a man maybe even a stereotypical one I loved Sigma Ken part it was hilarious I have a degree in Economics and love to work out in the gym watching action movies dark jokes drink not cheap beers I believe the movie told a full of heart story how both sides men and women should team work more The story perfectly told in a satirical way explains in what areas we all struggle I wont go deep dive in because my short doesnt contain any spoilers but trust me the movie tries to be supportive and share a thoughtful and warm message in a fun way It isnt woke it doesnt treat the audience like a dumb as s it doesnt token is e anybody it doesnt force anything It represents people lost in the world trying to find their place and I think it says Chill out Dont be mad Go there with open heart and mind and have fun because I did Ryan Gosling was fantastic out of this Was this in to,9.0,22 July 2023,0.9879
Good but not that good i like licking eyeballs The colors shots houses clothes were really amazingly done Margot and Ray an were amazing beautiful and acted well I will say that I find that the movie wasnt THAT good The story wasnt as entertaining as it could This was supposed to be like a show with adult humor and topics but I didnt find most of the jokes funny i felt like they were just screaming stuff in your face instead of being more subtle I wish some aspects of the characters and side stories were explored more The ending was okay but i wished for something and again more about the side characters Ken is a cool character i gotta say He deserves the world and to really find something more about him So i wouldnt say it was a bad movie its okay to watch more casually more so to appreciate the dolls and the nostalgia I was low key d is sap ointment with all the hype i gotta say Ps I find it weird that this is considered such a woke movie but did not mention that boys can play with dolls ONCE Like cm on I had a Barbie too out of this Was this in to,6.0,23 July 2023,0.9647
The Most Moving Film Ive Ever Seen nicholas z in Im not even joking when I say this was the most moving film Ive ever seen Going into this I expected the outcome to be one of two things either is was going to be very dumb and bad or it would be absolutely amazing No in between And now I can confidently say that it was absolutely amazing It made me laugh it made me tear up it made me feel so much more than I ever could have expected a movie about or any toys in general to make me feel I genuinely believe that it is going to be one of the most influential movies of this generation Before I get into why specifically I loved it so much I would like to first say that to the men out there that are calling this movie man hating you could not be more wrong If you think that then clearly you went in with your own preconceived notions and did not pay enough attention to the message of the movie I also am a man and this movie delivered a beautifully written feminist message that depicted unfair societal stereotypes placed on to women and proved the reasons why the patriarchy is truly a bad thing Just because it did that does not make it man hating especially since it also depicted and drew awareness to negative societal pressure placed on to men and their emotions Now on to why I really loved this movie First off it was very funny and light hearted at exactly the right points I liked that it left room for dramatic scenes that could really tug at the heart strings and Margot Robbie in particular delivered a very powerful performance Yes she had great comedic timing but her talent really showed in more emotional scenes where Barbie felt she had to still act like her happy smiley self despite the overwhelming sadness she was feeling Not only that but the costumes and sets were immaculate It was not only well written and acted but clearly a lot of care went into the movie from the crew Each character even despite their limited screen time was fleshed out and everyone did a great job making their characters unique and different from each other This movie made me think so much I had to let it fester in my brain for a few days before writing a because I had so many thoughts I know many people wished it was more light hearted at times but I am so glad it wasnt because if it was it never could have been as powerful and emotional for me The writers and directors could have taken a more silly childish approach but instead they decided upon a story that could make the world a better place and I have to commend that Overall the Barbie Movie was so much more than I ever could have expected it to be and I urge anyone who has nt yet to go watch it especially if you have an open mind and most importantly an open heart As of right now my rating is a but I definitely think it will increase once I inevitably watch it again I think this movie has the potential to do a lot of good for the world out of this Was this in to,9.0,23 July 2023,0.9979
Cute but shallow steve in adelaide So I headed to the cinema to watch Barbie the new live action adaptation of the beloved doll franchise I had high hopes Unfortunately it fell short Barbie takes us on a journey with Margot Robbie portraying Stereotypical Barbie as she leaves her world of Barbie land and enters the Real World She encounters friends overcomes challenges and discovers important lessons about herself and others Barbie doesnt always hit the mark while attempting to blend comedy drama and fantasy elements The plot feels predictable and filled with clich s and the theme and tone are sometimes inconsistent and confusing The acting and characters come across as stereotypes something expected in Barbie land but not in the Real World Nevertheless Greta Ger wigs direction is skilful and imaginative Mark and Andrew music is catchy and uplifting Rodrigo cinematography is vibrant with a burst of colours The movie also incorporates intriguing symbolism and production design by contrasting sparkly world with the realism of the Real World The animation breathes life into world on screen Amidst it all are some moments accompanied by clever dialogue particularly from Ken played by Ryan Gosling who as you would expect serves as trusty sidekick desperately wanting to be noticed and appreciated by Barbie I had some issues with the movie because it only scratched the surface when exploring its themes Throughout the story Barbie touched on topics like death unattainable perfection gender roles body image and self esteem However it merely skimmed over these issues superficially like snacking on junk food instead of having a substantial meal Barbie isnt a masterpiece Its not a disaster either Its an entertaining film for kids and adults The movie attempts to convey a message about embracing oneself and accepting others It doesnt do so convincingly or in an original way It left me feeling amused and bored Cute but shallow out of this Was this in to,6.0,24 July 2023,0.9963
Life in Plastic Its Fantastic rex matthew j Barbie is a fantasy comedy film directed by Greta Ger wig and co written by her and Noah Baum bach based on the iconic fashion dolls by The film stars Margot Robbie as Barbie and Ryan Gosling as Ken who go on a journey of self discovery after their expulsion from Barbie land a matriarchal society where all women are successful and independent Along the way they encounter various challenges and surprises in the real world a multifaceted exploration of existentialism consumerism and femininity Barbie is a delightful and refreshing film that celebrates Barbie as a cultural icon and a role model for girls and women of all ages It is incredibly funny and smart with a terrific ensemble cast that all go for it in the best ways It is also a clever and creative film that explores various themes and issues that are relevant and rel a table to society It is a film that can appeal to a wide range of audiences from fans of Barbie to fans of comedy to fans of cinema It is a film that deserves to be seen and enjoyed on the big screen Give Gosling the Oscar AND the Grammy out of this Was this in to,8.0,21 July 2023,0.9926
It was pretty good but not worthy of the hype daniel Barbie was an entertaining movie but was definitely not worth the hype that accompanied the film The messages the movie wanted to share were so on the nose and explicit that it became jarring and weird The movie also meandered from place to place and didnt seem to have a purpose for the majority of its run time Ryan Gosling was hilarious though and stole every scene he was in Several of the cameos were also great Had fun but wouldnt really recommend it as a must watch Mostly watched it as the first part of the Bar ben he i mer so it was worth it for that reason at least out of this Was this in to,7.0,21 July 2023,0.9568
Good not great plankton rules Barbie is a movie that is setting all sorts of records so its obvious that the film is touching many people For some its the fun of seeing a doll come to life for others its the theme of empowerment that make the movie a big hit As for me I did like it and thought it was a pretty good movie but its not for everyone The first of the film are simply fun and a visual delight Seeing all the in Barbie land was a joy It also was very nice seeing Barbie enter the real world and interact with all the unfamiliar aspects of it As for the final third for me this is what hurt the film a bit at least for some viewers Why Well I loved its message of female empowerment but I also felt it was delivered like a sledgehammer Instead of talking about it and getting on with the plot the movie bogged down for me and seemed to keep making the same point repeatedly Subtle it was not On the other hand who am I to complain I did like the movie and am glad it had a nice feminist bent Obviously this worked for many women seeing the film Overall a very good movie that slowed to a crawl towards the end Not bad but a film I wanted to like more than I actually did out of this Was this in to,6.0,29 July 2023,0.9955
Did I watch the same movie as everyone else jacob arch While the production value cinematography and acting were what you would expect from Mar go Robbie and the supporting cast I felt the movie fell short of not preaching to me and spreading a message of division rather than unity Men and women cannot survive without each other but you d never know it watching this movie And me having my year old daughter with me almost caused me to walk out of the theater I kept on waiting for the writers to hit the direction of unity but it never came After the movie my daughter brought up the message to me saying how she even noticed the weird agenda they re trying to push and said that is not a movie for the easily impressionable Come to find out my daughter is better suited to take on the world that I thought she was Proud day for me as a father out of this Was this in to,3.0,23 July 2023,0.9186
Welcome to the Dollhouse a cie ssi Barbie the symbol of pink pastel perfection An iconic piece of American pop culture for more than years But nothing can prepare you for her big screen debut Barbie is a risky and courageous new movie This is a film that will be discussed and talked about for years to come Greta Ger wig takes Mate ls historic creation every triumph and failure in its catalogue and places it all within a complicated and challenging critique of what it means to be a woman If I could compare it to another movie I would say its very reminiscent of Robert Hollywood Shuffle It leaves you wondering what kind of insane negotiations went between the creative team and Mate l who is also one the targets of the purposeful ire It is one thing to have completed this film and absolutely another for it to have also gotten the overwhelming promotional campaign in the months leading up to its release Ger wigs bet is paying off big time and you have to admit that takes a lot of guts Concept alone certainly isnt the only strength The film is beautiful to look at The production design is second to none in its meticulous construction of a real life Barbie paradise Respectively Margot Robbie and Ryan Gosling give fantastic performances with plenty of complexity and dimension I was the most touched by Rhea Perlman who gives a heartwarming portrayal of the founding mother of Barbie land Ruth Handler Ger wig and Baum b screenplay is biting and irreverent and by the end nobody is left unscathed But equally so I belly laughed quite often and marveled at how well so many of the jokes land The emotional depth of the film also struck a very powerful cord complete with an ending montage that can practically leave anyone misty eyed Having been released on the same day as Oppenheimer its safe to say that the event movie is back and better than ever After three years of streaming it cant be overstated how wonderful that is out of this Was this in to,8.0,25 July 2023,0.996
Barbie is fun but gets too focused on the social commentary and does not do the plot justice s has an Barbie was a very fun light hearted over the top movie that takes you on a wild journey The fact that it paid homage to A Space opening sequence earned it extra points for me Ryan Gosling was great and Margot Robbie was perfectly cast and the production design was fantastic A comedy movie should mainly be judged on its comedy and Barbie for the most part is actually quite funny I also loved how the narrator speaks over the movie at certain points and delivers some funny lines This may get some backlash but I feel Barbie is a movie that earns popularity because it propagates feminist ideals and speaks to the issues women face today and audiences are willing to look past its flaws to celebrate the movie because the message it portrays is very relevant in society today I feel the same way with Sound of Freedom Just because a movie talks about issues you care about however important they may be doesnt mean its the greatest movie of all time and Oscar worthy etc The plot of Barbie seemed quite interesting to me how Barbie goes into the real world and the chaos that could cause But I feel like the movie got TOO drenched in the social commentary and thus didnt give the creative plot idea enough justice Movies dont have to be so explicit with the social commentary as shown by movies like Angry Men which IMO does a far better job at tackling racism and prejudice than any film made today At certain times Barbie really blurred the line between being anti patriarchy and being anti men It felt like it was fighting injustice with more injustice although not throughout out of this Was this in to,7.0,23 July 2023,0.9974
Its alright re a out of this Was this in to,7.0,27 July 2023,0.25
The Style tristan out of this Was this in to,8.0,21 July 2023,0.0
Initially fun but there s lots to dislike Sexy Actors Junkie out of this Was this in to,6.0,24 July 2023,0.5187
Ger wig must have wielded a pen that ignites kass er lanni ster Barbie wasnt supposed to be that deep but it was Greta Ger wig must have wielded a pen that ignites to write this story down with so much boldness creativity and awareness that no one could ever imagine for an already perfect plastic to deserve It wasnt a surprise Margot Robbie could kill this role and make us all believe she was born for this because she was She is my favorite actress after all She led the film as perfectly as her Barbie but it was Ryan Gosling that took me by surprise with how much he embodied k energy that came so explosive like some atomic bomb designed by some civilian scientist pun intended Then there s America watch our for the scenes that earned her the heart of the film ribbon and the scene Billie E il What Was I Made For was made for If I were to predict with all confidence who s bagging an Oscar nomination Its Billie for Original Song Barbie indeed subverted expectations and stereotypes And I hate that it worked that s why I loved it out of this Was this in to,8.0,20 July 2023,0.9649
Better and deeper than I expected and was definitely worth a watch kevin robbins Barbie is a movie that my wife and I saw in theaters last night The storyline follows Barbie in a perfect world who believes she is the perfect role model for little girls in the real world When things start feeling off for her in her world she discovers she may need to go to the real world to set things right When she gets to the real world she discovers how wrong she was about being the perfect role model This movie is directed by Greta Ger wig Little Women and stars Margot Robbie Suicide Squad Is s a Rae Insecure Kathryn McKinnon Bombshell Ryan Gosling The Notebook Alexandra Shipp X Men Apocalypse and Will Ferrell Elf This movie had a lot more going for it than I anticipated The universe and characters are very well developed thoroughly put together with the history of the Barbie universe incorporated and a smart scripts The dialogue and interactions were much deeper than I anticipated There were a lot of good messages and lessons baked into the storyline My only complaint was how much focus there was on the He was a worthwhile villain but the ending dance scene and finding self moment was overdone however everything about the Barbie plot hit the nail on the head Overall this is better and deeper than I expected and was definitely worth a watch I would score this a and strongly recommend it out of this Was this in to,7.0,21 July 2023,0.9674
Barbie Swing and a Miss michelle k out of this Was this in to,5.0,21 July 2023,-0.1531
I didnt like it but it was still a masterpieces mr at This movie was an aesthetic dream Just looking at it was a treat Scene to scene color schemes outfit choices This kept you drawn in and you wanted to keep looking even if you didnt like anything else the straight up visual was worth it The satire and political commentary was absolutely on point This movie didnt try to hide what it was or what it was doing it showed you trailer to finish and I loved that There was nothing put in by accident everything was thoughtful and served a purpose This was true for every joke every clothing choice every character every emotion The humor was funny but this was my one complaint I dont like crude humor and I am a prude and honestly some of it was crass Nothing bad and I recognize I am a grinch in that way I laughed but this was the reason I would not watch it over and over just dont value that type of joke But I recognize and respect the writing and it was very important to the movie The casting and acting INCREDIBLE I mean really every single person was better than the next Margot Robbie was absolutely incredible Every single supporting cast member was so well casted and acted America Ferrara was amazing and her monologue was probably the highlight of the film and the most powerful part every woman every person can relate in some way if not all ways Hats off to Greta for this film she took and assignment and got an A and then earned some extra credit one of the great directors Great film and I respect it so much as a film doesnt mean I have to love watching it that s what for me makes it an instead of a but honestly it probably deserves an IGo see it its absolutely worth it out of this Was this in to,8.0,27 July 2023,0.9988
Weird Funny And Thought Provoking steven d beard out of this Was this in to,7.0,20 July 2023,0.1027
Clever dazzling but somewhat incoherent bob yule On the plus side this was an ambitious dazzling film with what I felt was an original concept It explored the world of gender stereotyping and male female relationships using the world of Barbie and Ken as its base point There was a strong feminist theme running through it but I did not find this overwhelming Whilst the male figures were often portrayed as stupid and one dimensional this was done with some wit and indeed affection The action migrated between the real world and the mythical world of Barbie and so perhaps it was no surprise that the plot tended to meander and remained unconvincing The energy of the film was sustained by the comedy and the zaniness of the characters I differ from some critics in that I thought the best performance came from Margot Robbie as Barbie Her character bounced between parody and realism but she managed the demands well I thought that the much acclaimed Ryan Gosling tended to over act and his character became annoying This may be down to my age and my English ness but I was unable to make out the detail of the many snappy one liners that were delivered The young and the American will probably not have this trouble Though likeable and even moving in places altogether this film felt like less than the sum of its parts Its attempts at juggling comedy and serious themes fantasy and reality were not ultimately successful and it became incoherent and lacking in some kind of unity Ultimately for me the acid test of a film is the issue of whether or when I start wanting it to end I made to about two thirds of the way through out of this Was this in to,6.0,26 July 2023,0.9724
Such a fun filmS tuDe b I love this film Its so what we need right now A bright and happy movie that makes you smile The way people have embraced it is amazing People dressing up to go and see it Its so cleverly done Mar go Robbie is stunning and brilliant as Barbie Ryan Gosling was the right pick for Ken He has that cheeky charm and vulnerability down to a tee He is such a great performer and dancer If you ever had a Barbie this will bring back memories Its got its political undertones and its trying to get a message across But its a film I think will be doing the rounds for a long time with the likes of Mamma Mia out of this Was this in to,8.0,26 July 2023,0.9632
I actually enjoyed it lisa for de ay out of this Was this in to,6.0,22 July 2023,0.5106
Film of the summer is laden out of this Was this in to,9.0,28 July 2023,0.0
Barbie Review john hf out of this Was this in to,6.0,24 July 2023,0.0
Barbie Unspeakably Bad jonathan rua no I am not surprised in the least that the Barbie movie is trash and a truly deplorable career choice by Margot Robbie who will probably be type cast forever in Barbie type roles To begin with there is just too much pink and superficiality for this movie to inspire anything more than groans and watching your watch waiting for the whole travesty to be over The plot is completely by the numbers as Barbie has the perfect life in Barbie World Then suddenly she yearns to see the real world Where did we see that storyline before Lets see I know The Little Mermaid and a hundred other movies ripping off the same plot But if that s not bad enough we have to s it through dreary dialogue such as Ken wanting to sleep over with Barbie while being totally innocent of sex and the fairy god mother pressuring Barbie to reject the high heels in order to seek enlightenment as if Barbie should not make the choice on her own without somebody prodding her in a particular direction Even the people who like it cant point to anything original in it Where that comes from is beyond me out of this Was this in to,2.0,21 July 2023,0.7602
Be what you want to be Mateo EG C Ryan Gosling as Ken I loved too much but Margot Robbie as Barbie is perfect I understood the message very well its great to see how they destroy little by little the stereotypes of a pretty person and replace it with the reality that many human beings live And after all men and women and every living being deserve to be happy One of the scenes I loved aside from the opening reference is the Just Ken Exclusive scene I would have loved to see more of Ken And dont forget that you can be whatever you want to be By the way I absolutely hated the advertising to a certain car brand out of this Was this in to,8.0,20 July 2023,0.9869
Wonderful Didnt really know what to expect from this but this is one of the best films of the year Laugh out loud funny and heartfelt Margot and Ryan Gosling throw themselves head first into Barbie and Ken like some kind of Legally Blonde Lego Movie hybrid but far more intelligently written Jam packed with in jokes sly references and even a censored F bomb Barbie is relentlessly entertaining from start to finish Most of the satire will fly over kids heads as we had a theatre full of finest letting their vile offspring literally run riot under the screen Luckily the movie was so good we kept our teacher voices to ourselves Over to Oppenheimer on Sunday out of this Was this in to,9.0,21 July 2023,0.9844
